YM,monthNumber,TAVG_Celsius,avgTempsC,month,Diff
196708,8,,15.02207506,August,
196709,9,,9.91091954,September,
196710,10,,4.947222222,October,
196711,11,,0.323512421,November,
196712,12,,-4.168044077,December,
196801,1,,-5.877342419,January,
196802,2,,-6.990482102,February,
196803,3,,-3.841269841,March,
196804,4,,2.427875244,April,
196805,5,,9.522613065,May,
196806,6,,14.71189774,June,
196807,7,,16.49888143,July,
196808,8,,15.02207506,August,
196809,9,,9.91091954,September,
196810,10,,4.947222222,October,
196811,11,,0.323512421,November,
196812,12,,-4.168044077,December,
196901,1,,-5.877342419,January,
196902,2,,-6.990482102,February,
196903,3,,-3.841269841,March,
196904,4,,2.427875244,April,
196905,5,,9.522613065,May,
196906,6,,14.71189774,June,
196907,7,,16.49888143,July,
196908,8,,15.02207506,August,
196909,9,,9.91091954,September,
196910,10,,4.947222222,October,
196911,11,,0.323512421,November,
196912,12,,-4.168044077,December,
197001,1,,-5.877342419,January,
197002,2,,-6.990482102,February,
197003,3,,-3.841269841,March,
197004,4,,2.427875244,April,
197005,5,,9.522613065,May,
197006,6,,14.71189774,June,
197007,7,,16.49888143,July,
197008,8,,15.02207506,August,
197009,9,,9.91091954,September,
197010,10,,4.947222222,October,
197011,11,,0.323512421,November,
197012,12,,-4.168044077,December,
197101,1,,-5.877342419,January,
197102,2,,-6.990482102,February,
197103,3,,-3.841269841,March,
197104,4,,2.427875244,April,
197105,5,,9.522613065,May,
197106,6,,14.71189774,June,
197107,7,,16.49888143,July,
197108,8,,15.02207506,August,
197109,9,,9.91091954,September,
197110,10,,4.947222222,October,
197111,11,,0.323512421,November,
197112,12,,-4.168044077,December,
197201,1,,-5.877342419,January,
197202,2,,-6.990482102,February,
197203,3,,-3.841269841,March,
197204,4,,2.427875244,April,
197205,5,,9.522613065,May,
197206,6,,14.71189774,June,
197207,7,,16.49888143,July,
197208,8,,15.02207506,August,
197209,9,,9.91091954,September,
197210,10,,4.947222222,October,
197211,11,,0.323512421,November,
197212,12,,-4.168044077,December,
197301,1,-1.971326165,-5.877342419,January,3.906016254
197302,2,-4.583333333,-6.990482102,February,2.407148769
197303,3,-1.218637993,-3.841269841,March,2.622631848
197304,4,2.666666667,2.427875244,April,0.238791423
197305,5,10.16129032,9.522613065,May,0.638677257
197306,6,16.74074074,14.71189774,June,2.028843002
197307,7,19.7311828,16.49888143,July,3.232301364
197308,8,14.91039427,15.02207506,August,-0.11168079
197309,9,6.907407407,9.91091954,September,-3.003512133
197310,10,2.240143369,4.947222222,October,-2.707078853
197311,11,-3.037037037,0.323512421,November,-3.360549458
197312,12,-6.559139785,-4.168044077,December,-2.391095708
197401,1,-2.921146953,-5.877342419,January,2.956195466
197402,2,-0.515873016,-6.990482102,February,6.474609086
197403,3,-1.164874552,-3.841269841,March,2.676395289
197404,4,2.666666667,2.427875244,April,0.238791423
197405,5,7.132616487,9.522613065,May,-2.389996578
197406,6,14.35185185,14.71189774,June,-0.360045887
197407,7,15.69892473,16.49888143,July,-0.799956701
197408,8,14.67741935,15.02207506,August,-0.3446557
197409,9,12.22222222,9.91091954,September,2.311302682
197410,10,5.681003584,4.947222222,October,0.733781362
197411,11,2.203703704,0.323512421,November,1.880191283
197412,12,0.734767025,-4.168044077,December,4.902811102
197501,1,-1.379928315,-5.877342419,January,4.497414104
197502,2,-2.956349206,-6.990482102,February,4.034132896
197503,3,-0.358422939,-3.841269841,March,3.482846902
197504,4,3.333333333,2.427875244,April,0.90545809
197505,5,11.88888889,9.522613065,May,2.366275824
197506,6,13.66666667,14.71189774,June,-1.045231072
197507,7,17.70609319,16.49888143,July,1.207211758
197508,8,16.36200717,15.02207506,August,1.339932113
197509,9,12.87037037,9.91091954,September,2.95945083
197510,10,4.82078853,4.947222222,October,-0.126433692
197511,11,1.166666667,0.323512421,November,0.843154246
197512,12,-1.863799283,-4.168044077,December,2.304244794
197601,1,-9.946236559,-5.877342419,January,-4.06889414
197602,2,-7.107279693,-6.990482102,February,-0.116797591
197603,3,-4.82078853,-3.841269841,March,-0.979518689
197604,4,2.111111111,2.427875244,April,-0.316764133
197605,5,11.20071685,9.522613065,May,1.678103781
197606,6,12.88888889,14.71189774,June,-1.82300885
197607,7,15.73476703,16.49888143,July,-0.764114407
197608,8,15.35842294,15.02207506,August,0.336347884
197609,9,8.185185185,9.91091954,September,-1.725734355
197610,10,1.702508961,4.947222222,October,-3.244713262
197611,11,0.740740741,0.323512421,November,0.41722832
197612,12,-4.318996416,-4.168044077,December,-0.150952339
197701,1,-6.451612903,-5.877342419,January,-0.574270484
197702,2,-8.908730159,-6.990482102,February,-1.918248057
197703,3,-2.168458781,-3.841269841,March,1.67281106
197704,4,1.759259259,2.427875244,April,-0.668615984
197705,5,9.534050179,9.522613065,May,0.011437114
197706,6,14.33333333,14.71189774,June,-0.378564405
197707,7,14.85663082,16.49888143,July,-1.642250607
197708,8,14.6953405,15.02207506,August,-0.326734553
197709,9,8.351851852,9.91091954,September,-1.559067688
197710,10,5.358422939,4.947222222,October,0.411200717
197711,11,1.740740741,0.323512421,November,1.41722832
197712,12,-3.799283154,-4.168044077,December,0.368760923
197801,1,-5.806451613,-5.877342419,January,0.070890806
197802,2,-11.38888889,-6.990482102,February,-4.398406787
197803,3,-2.616487455,-3.841269841,March,1.224782386
197804,4,2.166666667,2.427875244,April,-0.261208577
197805,5,10.66308244,9.522613065,May,1.140469372
197806,6,14.66666667,14.71189774,June,-0.045231072
197807,7,15.12544803,16.49888143,July,-1.373433403
197808,8,13.5483871,15.02207506,August,-1.473687958
197809,9,8.388888889,9.91091954,September,-1.522030651
197810,10,3.960573477,4.947222222,October,-0.986648746
197811,11,2,0.323512421,November,1.676487579
197812,12,-12.75985663,-4.168044077,December,-8.591812554
197901,1,-8.655913978,-5.877342419,January,-2.778571559
197902,2,-9.880952381,-6.990482102,February,-2.890470279
197903,3,-1.989247312,-3.841269841,March,1.852022529
197904,4,1.685185185,2.427875244,April,-0.742690058
197905,5,10.55555556,9.522613065,May,1.03294249
197906,6,16.01851852,14.71189774,June,1.30662078
197907,7,14.83870968,16.49888143,July,-1.660171754
197908,8,16.09318996,15.02207506,August,1.071114909
197909,9,9.574074074,9.91091954,September,-0.336845466
197910,10,3.906810036,4.947222222,October,-1.040412186
197911,11,1.388888889,0.323512421,November,1.065376468
197912,12,-3.817204301,-4.168044077,December,0.350839776
198001,1,-8.835125448,-5.877342419,January,-2.957783029
198002,2,-8.275862069,-6.990482102,February,-1.285379967
198003,3,-6.164874552,-3.841269841,March,-2.323604711
198004,4,4.777777778,2.427875244,April,2.349902534
198005,5,7.150537634,9.522613065,May,-2.372075431
198006,6,16.81481481,14.71189774,June,2.102917076
198007,7,16.72043011,16.49888143,July,0.221548676
198008,8,14.78494624,15.02207506,August,-0.237128819
198009,9,10.81481481,9.91091954,September,0.903895275
198010,10,5.23297491,4.947222222,October,0.285752688
198011,11,-2.462962963,0.323512421,November,-2.786475384
198012,12,-2.974910394,-4.168044077,December,1.193133683
198101,1,-4.103942652,-5.877342419,January,1.773399767
198102,2,-6.071428571,-6.990482102,February,0.919053531
198103,3,-5.788530466,-3.841269841,March,-1.947260625
198104,4,1.685185185,2.427875244,April,-0.742690058
198105,5,11.07526882,9.522613065,May,1.552655752
198106,6,12.92592593,14.71189774,June,-1.785971813
198107,7,16.55913978,16.49888143,July,0.060258353
198108,8,13.92473118,15.02207506,August,-1.097343872
198109,9,10.27777778,9.91091954,September,0.366858238
198110,10,6.05734767,4.947222222,October,1.110125448
198111,11,-0.018518519,0.323512421,November,-0.342030939
198112,12,-6.075268817,-4.168044077,December,-1.90722474
198201,1,-10.35842294,-5.877342419,January,-4.48108052
198202,2,-5.714285714,-6.990482102,February,1.276196388
198203,3,-0.358422939,-3.841269841,March,3.482846902
198204,4,2.685185185,2.427875244,April,0.257309942
198205,5,9.17562724,9.522613065,May,-0.346985825
198206,6,11.55555556,14.71189774,June,-3.156342183
198207,7,17.04301075,16.49888143,July,0.544129321
198208,8,15.66308244,15.02207506,August,0.641007382
198209,9,10.22222222,9.91091954,September,0.311302682
198210,10,4.928315412,4.947222222,October,-0.01890681
198211,11,3.555555556,0.323512421,November,3.232043135
198212,12,-0.17921147,-4.168044077,December,3.988832608
198301,1,-1.559139785,-5.877342419,January,4.318202634
198302,2,-8.055555556,-6.990482102,February,-1.065073453
198303,3,-2.652329749,-3.841269841,March,1.188940092
198304,4,5.203703704,2.427875244,April,2.77582846
198305,5,11.54121864,9.522613065,May,2.018605573
198306,6,13.53703704,14.71189774,June,-1.174860701
198307,7,17.79569892,16.49888143,July,1.296817493
198308,8,15.66308244,15.02207506,August,0.641007382
198309,9,11.38888889,9.91091954,September,1.477969349
198310,10,5.842293907,4.947222222,October,0.895071685
198311,11,-1.62962963,0.323512421,November,-1.95314205
198312,12,-2.634408602,-4.168044077,December,1.533635475
198401,1,-4.390681004,-5.877342419,January,1.486661415
198402,2,-5.689655172,-6.990482102,February,1.30082693
198403,3,-4.17562724,-3.841269841,March,-0.334357399
198404,4,4.685185185,2.427875244,April,2.257309942
198405,5,12.75985663,9.522613065,May,3.237243565
198406,6,13.94444444,14.71189774,June,-0.767453294
198407,7,15.16129032,16.49888143,July,-1.337591109
198408,8,14.91039427,15.02207506,August,-0.11168079
198409,9,9.851851852,9.91091954,September,-0.059067688
198410,10,7.132616487,4.947222222,October,2.185394265
198411,11,1.185185185,0.323512421,November,0.861672765
198412,12,-1.953405018,-4.168044077,December,2.214639059
198501,1,-15.51971326,-5.877342419,January,-9.642370843
198502,2,-15.11904762,-6.990482102,February,-8.128565517
198503,3,-2.508960573,-3.841269841,March,1.332309268
198504,4,1.074074074,2.427875244,April,-1.35380117
198505,5,9.426523297,9.522613065,May,-0.096089768
198506,6,13.42592593,14.71189774,June,-1.285971813
198507,7,15.80645161,16.49888143,July,-0.692429819
198508,8,16.12903226,15.02207506,August,1.106957203
198509,9,9.185185185,9.91091954,September,-0.725734355
198510,10,6.935483871,4.947222222,October,1.988261649
198511,11,-1.351851852,0.323512421,November,-1.675364272
198512,12,-6.46953405,-4.168044077,December,-2.301489973
198601,1,-7.903225806,-5.877342419,January,-2.025883387
198602,2,-11.60714286,-6.990482102,February,-4.616660755
198603,3,-1.222222222,-3.841269841,March,2.619047619
198604,4,0.555555556,2.427875244,April,-1.872319688
198605,5,10.8781362,9.522613065,May,1.355523135
198606,6,16.83333333,14.71189774,June,2.121435595
198607,7,17.15053763,16.49888143,July,0.651656203
198608,8,13.78136201,15.02207506,August,-1.240713048
198609,9,7.074074074,9.91091954,September,-2.836845466
198610,10,5.663082437,4.947222222,October,0.715860215
198611,11,3.685185185,0.323512421,November,3.361672765
198612,12,-7.043010753,-4.168044077,December,-2.874966676
198701,1,-17.97491039,-5.877342419,January,-12.09756798
198702,2,-6.845238095,-6.990482102,February,0.145244007
198703,3,-6.218637993,-3.841269841,March,-2.377368152
198704,4,2.62962963,2.427875244,April,0.201754386
198705,5,8.369175627,9.522613065,May,-1.153437438
198706,6,12.68518519,14.71189774,June,-2.026712553
198707,7,15.35842294,16.49888143,July,-1.140458493
198708,8,12.52688172,15.02207506,August,-2.495193335
