YM,monthNumber,TAVG_Celsius,avgTempsC,month,Diff
197906,06,11.101851851851851,10.437808641975305,June,0.6640432098765459
197907,07,14.023297491039425,13.529077759846993,July,0.4942197311924321
197908,08,11.872759856630823,10.999253285543611,August,0.8735065710872121
197909,09,6.287037037037038,5.786566227244194,September,0.5004708097928443
197910,10,-4.077060931899641,-0.898639207824554,October,-3.178421724075087
197911,11,-6.749999999999999,-7.547237915882001,November,0.7972379158820022
197912,12,-9.946236559139782,-12.200504222100733,December,2.2542676629609506
198001,01,-17.32974910394265,-14.64543937708563,January,-2.6843097268570197
198002,02,-17.126436781609193,-14.055386178861797,February,-3.0710506027473965
198003,03,-12.141577060931901,-9.51064093046276,March,-2.6309361304691414
198004,04,-1.5833333333333333,-3.0916347381864555,April,1.5083014048531223
198005,05,2.508960573476702,3.8651835643082935,May,-1.3562229908315913
198006,06,13.814814814814815,10.437808641975305,June,3.3770061728395095
198007,07,12.35663082437276,13.529077759846993,July,-1.172446935474234
198008,08,10.080645161290324,10.999253285543611,August,-0.9186081242532875
198009,09,5.842592592592591,5.786566227244194,September,0.056026365348397
198010,10,-2.4283154121863797,-0.898639207824554,October,-1.5296762043618257
198011,11,-12.11111111111111,-7.547237915882001,November,-4.563873195229109
198012,12,-15.922939068100357,-12.200504222100733,December,-3.722434845999624
198101,01,-13.324372759856635,-14.64543937708563,January,1.321066617228995
198102,02,-15.892857142857144,-14.055386178861797,February,-1.8374709639953473
198103,03,-16.21863799283155,-9.51064093046276,March,-6.70799706236879
198104,04,-5.712962962962964,-3.0916347381864555,April,-2.621328224776508
198105,05,3.396057347670251,3.8651835643082935,May,-0.4691262166380423
198106,06,7.703703703703705,10.437808641975305,June,-2.7341049382716003
198107,07,13.790322580645164,13.529077759846993,July,0.26124482079817035
198108,08,10.026881720430108,10.999253285543611,August,-0.9723715651135034
198109,09,5.212962962962962,5.786566227244194,September,-0.5736032642812319
198110,10,0.600358422939068,-0.898639207824554,October,1.498997630763622
198111,11,-7.814814814814813,-7.547237915882001,November,-0.2675768989328118
198112,12,-20.331541218637994,-12.200504222100733,December,-8.131036996537262
198201,01,-20.79749103942652,-14.64543937708563,January,-6.152051662340892
198202,02,-10.307539682539684,-14.055386178861797,February,3.747846496322113
198203,03,-7.508960573476703,-9.51064093046276,March,2.001680356986057
198204,04,-2.592592592592592,-3.0916347381864555,April,0.4990421455938634
198205,05,3.2885304659498202,3.8651835643082935,May,-0.5766530983584732
198206,06,5.8055555555555545,10.437808641975305,June,-4.632253086419751
198207,07,13.602150537634408,13.529077759846993,July,0.07307277778741472
198208,08,10.268817204301074,10.999253285543611,August,-0.7304360812425372
198209,09,5.6759259259259265,5.786566227244194,September,-0.1106403013182673
198210,10,-1.2275985663082436,-0.898639207824554,October,-0.3289593584836896
198211,11,-4.712962962962963,-7.547237915882001,November,2.8342749529190385
198212,12,-9.731182795698922,-12.200504222100733,December,2.4693214264018106
198301,01,-11.756272401433694,-14.64543937708563,January,2.8891669756519356
198302,02,-14.02777777777778,-14.055386178861797,February,0.02760840108401652
198303,03,-8.897849462365594,-9.51064093046276,March,0.612791468097166
198304,04,0.10185185185185185,-3.0916347381864555,April,3.193486590038307
198305,05,5.134408602150536,3.8651835643082935,May,1.2692250378422427
198306,06,10.24074074074074,10.437808641975305,June,-0.19706790123456486
198307,07,13.53942652329749,13.529077759846993,July,0.010348763450496179
198308,08,9.605734767025087,10.999253285543611,August,-1.3935185185185244
198309,09,7.555555555555556,5.786566227244194,September,1.7689893283113625
198310,10,-0.6362007168458784,-0.898639207824554,October,0.26243849097867555
198311,11,-16.416666666666664,-7.547237915882001,November,-8.869428750784664
198312,12,-16.98028673835125,-12.200504222100733,December,-4.779782516250517
198401,01,-14.42652329749104,-14.64543937708563,January,0.21891607959459058
198402,02,-7.863984674329502,-14.055386178861797,February,6.191401504532295
198403,03,-11.54121863799283,-9.51064093046276,March,-2.030577707530071
198404,04,-1.9907407407407407,-3.0916347381864555,April,1.1008939974457148
198405,05,6.980286738351254,3.8651835643082935,May,3.115103174042961
198406,06,10.685185185185185,10.437808641975305,June,0.24737654320987978
198407,07,12.016129032258064,13.529077759846993,July,-1.5129487275889293
198408,08,9.829749103942653,10.999253285543611,August,-1.1695041816009581
198409,09,4.37962962962963,5.786566227244194,September,-1.406936597614564
198410,10,-1.0394265232974909,-0.898639207824554,October,-0.14078731547293688
198411,11,-9.99074074074074,-7.547237915882001,November,-2.443502824858739
198412,12,-7.562724014336915,-12.200504222100733,December,4.637780207763818
198501,01,-23.17204301075269,-14.64543937708563,January,-8.526603633667062
198502,02,-24.54365079365079,-14.055386178861797,February,-10.488264614788994
198503,03,-7.652329749103945,-9.51064093046276,March,1.8583111813588147
198504,04,-6.527777777777777,-3.0916347381864555,April,-3.4361430395913213
198505,05,1.5322580645161286,3.8651835643082935,May,-2.332925499792165
198506,06,10.194444444444446,10.437808641975305,June,-0.24336419753085892
198507,07,13.252688172043008,13.529077759846993,July,-0.27638958780398504
198508,08,11.675627240143369,10.999253285543611,August,0.6763739545997574
198509,09,5.935185185185186,5.786566227244194,September,0.14861895794099222
198510,10,0.3673835125448027,-0.898639207824554,October,1.2660227203693566
198511,11,-7.916666666666666,-7.547237915882001,November,-0.36942875078466475
198512,12,-21.388888888888882,-12.200504222100733,December,-9.18838466678815
198601,01,-18.36021505376344,-14.64543937708563,January,-3.71477567667781
198602,02,-16.775793650793652,-14.055386178861797,February,-2.720407471931855
198603,03,-4.6684587813620055,-9.51064093046276,March,4.842182149100754
198604,04,-4.731481481481484,-3.0916347381864555,April,-1.639846743295028
198605,05,4.35483870967742,3.8651835643082935,May,0.48965514536912647
198606,06,13.277777777777777,10.437808641975305,June,2.8399691358024715
198607,07,12.795698924731182,13.529077759846993,July,-0.7333788351158113
198608,08,8.942652329749102,10.999253285543611,August,-2.0566009557945097
198609,09,2.5833333333333344,5.786566227244194,September,-3.2032328939108594
198610,10,0.43906810035842275,-0.898639207824554,October,1.3377073081829767
198611,11,-3.990740740740741,-7.547237915882001,November,3.5564971751412604
198612,12,-20.967741935483872,-12.200504222100733,December,-8.767237713383139
198701,01,-22.903225806451612,-14.64543937708563,January,-8.257786429365982
198702,02,-17.28174603174603,-14.055386178861797,February,-3.2263598528842348
198703,03,-11.10215053763441,-9.51064093046276,March,-1.5915096071716501
198704,04,-4.851851851851851,-3.0916347381864555,April,-1.7602171136653957
198705,05,3.1630824372759854,3.8651835643082935,May,-0.7021011270323081
198706,06,10.00925925925926,10.437808641975305,June,-0.4285493827160458
198707,07,11.236559139784946,13.529077759846993,July,-2.2925186200620473
198708,08,8.593189964157705,10.999253285543611,August,-2.406063321385906
198709,09,5.7777777777777795,5.786566227244194,September,-0.008788449466414328
198710,10,4.919354838709676,-0.898639207824554,October,5.81799404653423
198711,11,-9.222222222222223,-7.547237915882001,November,-1.6749843063402219
198712,12,-17.051971326164875,-12.200504222100733,December,-4.851467104064142
198801,01,-13.584229390681005,-14.64543937708563,January,1.0612099864046254
198802,02,-13.821839080459771,-14.055386178861797,February,0.2335470984020258
198803,03,-8.727598566308243,-9.51064093046276,March,0.7830423641545163
198804,04,-6.083333333333334,-3.0916347381864555,April,-2.9916985951468784
198805,05,3.6827956989247315,3.8651835643082935,May,-0.182387865383562
198806,06,11.87037037037037,10.437808641975305,June,1.432561728395065
198807,07,15.403225806451612,13.529077759846993,July,1.8741480466046188
198808,08,11.120071684587812,10.999253285543611,August,0.12081839904420022
198809,09,6.842592592592592,5.786566227244194,September,1.0560263653483979
198810,10,-0.8691756272401435,-0.898639207824554,October,0.029463580584410454
198811,11,-12.898148148148147,-7.547237915882001,November,-5.350910232266146
198812,12,-17.105734767025087,-12.200504222100733,December,-4.905230544924354
198901,01,-10.528673835125447,-14.64543937708563,January,4.1167655419601825
198902,02,-10.0,-14.055386178861797,February,4.055386178861797
198903,03,-3.566308243727599,-9.51064093046276,March,5.9443326867351605
198904,04,0.39814814814814775,-3.0916347381864555,April,3.4897828863346034
198905,05,6.1200716845878125,3.8651835643082935,May,2.254888120279519
198906,06,12.13888888888889,10.437808641975305,June,1.701080246913584
198907,07,12.948028673835122,13.529077759846993,July,-0.5810490860118716
198908,08,11.272401433691755,10.999253285543611,August,0.2731481481481435
198909,09,6.12962962962963,5.786566227244194,September,0.343063402385436
198910,10,-1.4426523297491038,-0.898639207824554,October,-0.5440131219245499
198911,11,-4.888888888888889,-7.547237915882001,November,2.658349026993112
198912,12,-13.064516129032256,-12.200504222100733,December,-0.8640119069315233
199001,01,-16.75627240143369,-14.64543937708563,January,-2.110833024348061
199002,02,-4.057539682539682,-14.055386178861797,February,9.997846496322115
199003,03,-8.028673835125447,-9.51064093046276,March,1.4819670953373123
199004,04,-0.9351851851851855,-3.0916347381864555,April,2.15644955300127
199005,05,3.3512544802867383,3.8651835643082935,May,-0.5139290840215551
199006,06,9.759259259259261,10.437808641975305,June,-0.678549382716044
199007,07,13.566308243727596,13.529077759846993,July,0.03723048388060235
199008,08,11.335125448028672,10.999253285543611,August,0.33587216248506024
199009,09,4.685185185185184,5.786566227244194,September,-1.1013810420590096
199010,10,-0.47491039426523296,-0.898639207824554,October,0.423728813559321
199011,11,-10.638888888888888,-7.547237915882001,November,-3.091650973006886
199012,12,-7.508960573476704,-12.200504222100733,December,4.6915436486240285
199101,01,-13.261648745519713,-14.64543937708563,January,1.3837906315659172
199102,02,-16.339285714285715,-14.055386178861797,February,-2.2838995354239184
199103,03,-10.985663082437279,-9.51064093046276,March,-1.4750221519745192
199104,04,-2.1944444444444446,-3.0916347381864555,April,0.8971902937420109
199105,05,2.1057347670250897,3.8651835643082935,May,-1.7594487972832038
199106,06,9.86111111111111,10.437808641975305,June,-0.5766975308641946
199107,07,13.225806451612904,13.529077759846993,July,-0.30327130823408943
199108,08,11.86379928315412,10.999253285543611,August,0.8645459976105094
199109,09,4.157407407407407,5.786566227244194,September,-1.6291588198367863
199110,10,0.3225806451612906,-0.898639207824554,October,1.2212198529858447
199111,11,-4.249999999999999,-7.547237915882001,November,3.297237915882002
199112,12,-10.14336917562724,-12.200504222100733,December,2.0571350464734923
199201,01,-9.471326164874547,-14.64543937708563,January,5.174113212211083
199202,02,-8.314176245210728,-14.055386178861797,February,5.741209933651069
199203,03,-4.829749103942652,-9.51064093046276,March,4.680891826520107
199204,04,-5.722222222222223,-3.0916347381864555,April,-2.6305874840357677
199205,05,5.806451612903225,3.8651835643082935,May,1.9412680485949316
199206,06,12.26851851851852,10.437808641975305,June,1.8307098765432155
199207,07,11.263440860215054,13.529077759846993,July,-2.2656368996319394
199208,08,9.04121863799283,10.999253285543611,August,-1.9580346475507806
199209,09,8.064814814814815,5.786566227244194,September,2.278248587570621
199210,10,-8.754480286738351,-0.898639207824554,October,-7.855841078913797
199211,11,-10.73148148148148,-7.547237915882001,November,-3.184243565599478
199212,12,-5.994623655913979,-12.200504222100733,December,6.205880566186754
199301,01,-10.74372759856631,-14.64543937708563,January,3.9017117785193207
199302,02,-11.210317460317459,-14.055386178861797,February,2.845068718544338
199303,03,-8.700716845878135,-9.51064093046276,March,0.8099240845846243
199304,04,-4.166666666666666,-3.0916347381864555,April,-1.0750319284802106
199305,05,4.310035842293906,3.8651835643082935,May,0.44485227798561233
199306,06,7.083333333333332,10.437808641975305,June,-3.354475308641973
199307,07,13.79032258064516,13.529077759846993,July,0.2612448207981668
199308,08,10.869175627240143,10.999253285543611,August,-0.13007765830346862
199309,09,2.1203703703703702,5.786566227244194,September,-3.6661958568738235
199310,10,-4.641577060931899,-0.898639207824554,October,-3.742937853107345
199311,11,-5.962962962962962,-7.547237915882001,November,1.5842749529190394
199312,12,-10.474910394265232,-12.200504222100733,December,1.7255938278355014
199401,01,-15.85125448028674,-14.64543937708563,January,-1.2058151032011093
199402,02,-13.918650793650789,-14.055386178861797,February,0.1367353852110078
199403,03,-7.867383512544802,-9.51064093046276,March,1.6432574179179573
199404,04,0.34259259259259256,-3.0916347381864555,April,3.434227330779048
199405,05,2.634408602150538,3.8651835643082935,May,-1.2307749621577555
199406,06,9.935185185185183,10.437808641975305,June,-0.502623456790122
199407,07,13.378136200716845,13.529077759846993,July,-0.15094155913014795
199408,08,11.39784946236559,10.999253285543611,August,0.3985961768219788
199409,09,4.4259259259259265,5.786566227244194,September,-1.3606403013182673
199410,10,-1.0663082437275984,-0.898639207824554,October,-0.16766903590304438
199411,11,-8.90740740740741,-7.547237915882001,November,-1.3601694915254088
199412,12,-6.729390681003584,-12.200504222100733,December,5.471113541097149
199501,01,-10.232974910394265,-14.64543937708563,January,4.412464466691365
199502,02,-9.206349206349206,-14.055386178861797,February,4.849036972512591
199503,03,-4.695340501792115,-9.51064093046276,March,4.8153004286706445
199504,04,-3.1666666666666665,-3.0916347381864555,April,-0.07503192848021101
199505,05,2.2670250896057347,3.8651835643082935,May,-1.5981584747025588
199506,06,11.722222222222223,10.437808641975305,June,1.2844135802469179
199507,07,11.362007168458781,13.529077759846993,July,-2.167070591388212
199508,08,10.806451612903228,10.999253285543611,August,-0.19280167264038361
199509,09,4.9722222222222205,5.786566227244194,September,-0.8143440050219732
199510,10,-1.0125448028673834,-0.898639207824554,October,-0.11390559504282938
199511,11,-13.407407407407407,-7.547237915882001,November,-5.860169491525405
199512,12,-16.783154121863802,-12.200504222100733,December,-4.582649899763069
